"","rowSums(Ret[3:nrow(Ret), ] * POS[1:(nrow(POS) - 2), ], na.rm = TRUE)"
"1993-11-08",0.000598943298459048
"1993-11-09",0.000282516281001998
"1993-11-10",-9.67105482753686e-05
"1993-11-11",0.00165232940049428
"1993-11-12",-0.00368643083069486
"1993-11-15",-0.000454872048200172
"1993-11-16",-0.000508996317179568
"1993-11-17",-0.000412342954421457
"1993-11-18",0.00180019587177291
"1993-11-19",-0.00100107751408739
"1993-11-22",0.000361673501920189
"1993-11-23",0.000846366504446764
"1993-11-24",0.000111787231044169
"1993-11-25",0
"1993-11-26",-0.000867319140113134
"1993-11-29",0.00287598537302264
"1993-11-30",0.000388395767706872
"1993-12-01",0.00194243497501378
"1993-12-02",-0.00254697373961232
"1993-12-03",-8.44169341422078e-05
"1993-12-06",-0.00049676638268288
"1993-12-07",-0.0003871353036524
"1993-12-08",0.00120927482295325
"1993-12-09",-0.000369956890247351
"1993-12-10",0.00194190674634563
"1993-12-13",-0.00150386140061388
"1993-12-14",0.000536029374073326
"1993-12-15",-0.000815015830406383
"1993-12-16",-0.000256957758438044
"1993-12-17",-0.00087370725467213
"1993-12-20",-0.00174813389412331
"1993-12-21",-0.000697638481081126
"1993-12-22",0.000445634658060594
"1993-12-23",-0.000821925368507384
"1993-12-24",0
"1993-12-27",-0.00195223999975555
"1993-12-28",0.000541412559954806
"1993-12-29",0.000430819512543813
"1993-12-30",-0.00200372228110189
"1993-12-31",0
"1994-01-03",0.00128502057893246
"1994-01-04",0.000967843484639665
"1994-01-05",0.00259782067848533
"1994-01-06",-0.000432189939231774
"1994-01-07",0.000470337820346822
"1994-01-10",-0.000810695110974819
"1994-01-11",0.000371482678167365
"1994-01-12",-0.000966737970976953
"1994-01-13",-0.00165755042408119
"1994-01-14",0.000313197127096483
"1994-01-17",-0.000391459028703574
"1994-01-18",-0.0012315436815135
"1994-01-19",0.000220799067741351
"1994-01-20",0.0011383094371244
"1994-01-21",0.000840156710964025
"1994-01-24",0.000369199471576468
"1994-01-25",-0.000385857636684151
"1994-01-26",0.000976590234710671
"1994-01-27",-0.000763228198834918
"1994-01-28",-0.00118343291161561
"1994-01-31",-0.00244587745957476
"1994-02-01",0.00178390994970011
"1994-02-02",0.00232696523276116
"1994-02-03",0.00402052923098174
"1994-02-04",0.000195960231338912
"1994-02-07",-0.000925899863691379
"1994-02-08",-0.001609095456081
"1994-02-09",5.26198023410674e-05
"1994-02-10",-0.000698227641056059
"1994-02-11",7.43069832781542e-06
"1994-02-14",-0.00114383406620273
"1994-02-15",0.00133795370412237
"1994-02-16",-0.000855902045837205
"1994-02-17",-0.000114068392697709
"1994-02-18",-0.000325333723196355
"1994-02-21",0
"1994-02-22",-0.000938055896922236
"1994-02-23",-0.00114238834713608
"1994-02-24",0.0010604665644876
"1994-02-25",-0.00100058897867459
"1994-02-28",-0.00176697939824166
"1994-03-01",0.00113233375687837
"1994-03-02",0.000869166064680939
"1994-03-03",9.04340758691881e-05
"1994-03-04",-0.00138545624784079
"1994-03-07",0.00117580675546689
"1994-03-08",-0.000577687864263144
"1994-03-09",-0.000291779812035809
"1994-03-10",0.000939736512646917
"1994-03-11",-0.00193942374751071
"1994-03-14",0.000605772703964701
"1994-03-15",-0.000250528385926987
"1994-03-16",-0.00147588233105956
"1994-03-17",0.000115219385908662
"1994-03-18",0.000958360677913604
"1994-03-21",-0.000455817966374311
"1994-03-22",0.000953243084515858
"1994-03-23",3.63381823748574e-05
"1994-03-24",0.00202709863639578
"1994-03-25",4.37186853286741e-05
"1994-03-28",-0.00121069688777358
"1994-03-29",-0.000611203157910527
"1994-03-30",-0.000561630415358723
"1994-03-31",0.000320452979561999
"1994-04-01",0
"1994-04-04",0.00681936881214787
"1994-04-05",0.00273546377653309
"1994-04-06",0.000180940284524898
"1994-04-07",-0.00178795891504855
"1994-04-08",0.000296031034753299
"1994-04-11",-0.00232577677394275
"1994-04-12",-0.000505074191598838
"1994-04-13",0.00119325988525396
"1994-04-14",-0.00161976913182774
"1994-04-15",0.00114387796503985
"1994-04-18",0.000262228154576207
"1994-04-19",0.000854762932915227
"1994-04-20",-0.000167593893305471
"1994-04-21",0.000315978699207061
"1994-04-22",-0.000446439253402091
"1994-04-25",0.000187796980927288
"1994-04-26",0.000516227875803632
"1994-04-27",0
"1994-04-28",-0.00181090975904999
"1994-04-29",-0.00117479748246477
"1994-05-02",-0.00202929627282926
"1994-05-03",-0.00265556881360611
"1994-05-04",0.00082821521987892
"1994-05-05",-0.000287071877347175
"1994-05-06",-0.00103861490874173
"1994-05-09",0.00035810181793936
"1994-05-10",-0.000914903529011825
"1994-05-11",0.00136172525033777
"1994-05-12",0.00106181087941422
"1994-05-13",-0.00190575001983257
"1994-05-16",-0.00287166244028489
"1994-05-17",0.00107635000372254
"1994-05-18",0.000343093317412312
"1994-05-19",-0.000975105802534691
"1994-05-20",-0.000987800414552505
"1994-05-23",-0.000969046074660454
"1994-05-24",-2.69753441840462e-05
"1994-05-25",0.000529822267893272
"1994-05-26",0.00229200011043984
"1994-05-27",-0.000625129067037102
"1994-05-30",0
"1994-05-31",0.00179514964875716
"1994-06-01",0.00370506441913973
"1994-06-02",-0.00168799276339662
"1994-06-03",-0.000948944541549287
"1994-06-06",-0.00119026303529725
"1994-06-07",-0.00188107588019981
"1994-06-08",0.000695085159195777
"1994-06-09",0.000616972882468986
"1994-06-10",-0.00100274881064037
"1994-06-13",-0.00198207343170302
"1994-06-14",0.000219821999920538
"1994-06-15",0.00032229080175526
"1994-06-16",0.000136661218386367
"1994-06-17",0.00143316703293875
"1994-06-20",-0.00143749173151209
"1994-06-21",-0.000136155431737868
"1994-06-22",-0.00074833543375341
"1994-06-23",0.000789889128912831
"1994-06-24",-0.000828987216412218
"1994-06-27",-0.00383364584569618
"1994-06-28",0.00296034556593214
"1994-06-29",-0.00332512391979085
"1994-06-30",-0.000744934089672392
"1994-07-01",-0.000704427502916132
"1994-07-04",0
"1994-07-05",-0.00106629696358053
"1994-07-06",-0.000395172448306046
"1994-07-07",0.000296893687008888
"1994-07-08",0.000766012483044055
"1994-07-11",-0.0021355420967568
"1994-07-12",-0.000310343811772976
"1994-07-13",0.000733430105299586
"1994-07-14",-5.62350327909143e-05
"1994-07-15",0.000988983528199768
"1994-07-18",0.000359767453876358
"1994-07-19",-0.000937986300036067
"1994-07-20",0.000159138186552747
"1994-07-21",1.03346178259972e-05
"1994-07-22",0.00147226437114489
"1994-07-25",0.00236008629710419
"1994-07-26",0.000369349544037517
"1994-07-27",-0.000792782173376159
"1994-07-28",-0.000208536728281624
"1994-07-29",0.000192309526559279
"1994-08-01",-0.000160716203052793
"1994-08-02",0.00107502512936865
"1994-08-03",0.000897731184500806
"1994-08-04",-0.000134094670766496
"1994-08-05",0.00199086117774409
"1994-08-08",0.001845231227982
"1994-08-09",-0.000479009631674848
"1994-08-10",-0.00061100747522291
"1994-08-11",0.0014743943746208
"1994-08-12",6.35522711478753e-06
"1994-08-15",-0.00180649278020524
"1994-08-16",0.000574552945008935
"1994-08-17",-0.000481751401308278
"1994-08-18",0.00231004705338503
"1994-08-19",0.0015643224145112
"1994-08-22",0.000939870818094731
"1994-08-23",0.00030964295216315
"1994-08-24",0.000801123857106909
"1994-08-25",-0.00025093687064446
"1994-08-26",-0.000504013361694518
"1994-08-29",-0.000311298571767925
"1994-08-30",-0.000181996381855325
"1994-08-31",0.000128429110082059
"1994-09-01",0.000137808013842813
"1994-09-02",0.000108576152717657
"1994-09-05",0
"1994-09-06",0.000253162975396617
"1994-09-07",-0.000557160439650546
"1994-09-08",0.000476118403813562
"1994-09-09",-0.00109641734287187
"1994-09-12",0.000525321861518789
"1994-09-13",-0.00124111492017594
"1994-09-14",-7.68230807286822e-05
"1994-09-15",-0.00077189892423349
"1994-09-16",2.5166515819156e-05
"1994-09-19",0.000193434861770675
"1994-09-20",-0.00176181687497311
"1994-09-21",1.40433216068329e-05
"1994-09-22",-0.00106162312754999
"1994-09-23",-0.00103181422454706
"1994-09-26",-0.000179975124168083
"1994-09-27",-0.000507395905397687
"1994-09-28",0.00130507787347897
"1994-09-29",0.000293744373134141
"1994-09-30",0.00128147435528771
"1994-10-03",-0.000592223012175456
"1994-10-04",-4.59203169732204e-05
"1994-10-05",-0.000854087010866623
"1994-10-06",0.00024347591884362
"1994-10-07",0.000244485428570409
"1994-10-10",0.0012594971344247
"1994-10-11",0.00159345728608645
"1994-10-12",-0.000608701201509497
"1994-10-13",0.00148562129151474
"1994-10-14",-0.00107544905672759
"1994-10-17",0.000898567488030076
"1994-10-18",0.0012276746948675
"1994-10-19",-0.0016393226025542
"1994-10-20",0.000627670541550502
"1994-10-21",0.00129319125292648
"1994-10-24",0.00156258986438481
"1994-10-25",0.000383991823075896
"1994-10-26",0.000387268619282654
"1994-10-27",4.13856810377304e-05
"1994-10-28",0.00034509067792481
"1994-10-31",0.00195240596894215
"1994-11-01",-0.000111509277467836
"1994-11-02",-0.00278214993008654
"1994-11-03",0.00106311805082173
"1994-11-04",-0.000981831580467214
"1994-11-07",-6.5487750609639e-05
"1994-11-08",0.000531699464676009
"1994-11-09",-0.000144783832305509
"1994-11-10",-0.00108880626573507
"1994-11-11",-0.00189279899677121
"1994-11-14",-0.000340815581912516
"1994-11-15",0.001313007896534
"1994-11-16",-0.00236001192364006
"1994-11-17",-2.82044401254056e-05
"1994-11-18",0.00142120995053829
"1994-11-21",-0.00118425264453058
"1994-11-22",0.000624096676119839
"1994-11-23",0.00135116163316922
"1994-11-24",0
"1994-11-25",0.000868182040568377
"1994-11-28",-0.000555031200953593
"1994-11-29",0.000126800042327316
"1994-11-30",-0.000889589467075493
"1994-12-01",-0.00225784335863006
"1994-12-02",4.53502861676239e-05
"1994-12-05",0.00195642705245168
"1994-12-06",-0.00212476909100855
"1994-12-07",0.000869959542961475
"1994-12-08",-0.000210234575530126
"1994-12-09",0.000946133261360934
"1994-12-12",-7.52955425425129e-05
"1994-12-13",-0.00045010527020796
"1994-12-14",-0.000412433232705757
"1994-12-15",-0.00179039650934448
"1994-12-16",0.00180147455836595
"1994-12-19",0.00124722958042258
"1994-12-20",0.00114738701910791
"1994-12-21",0.000384251699368375
"1994-12-22",-0.00210314011268436
"1994-12-23",-0.00125029659801041
"1994-12-26",0
"1994-12-27",-0.000996982933213654
"1994-12-28",0.00100446319766208
"1994-12-29",-0.000980871652341054
"1994-12-30",-0.00241520143492718
"1995-01-02",0
"1995-01-03",-0.000193244349499416
"1995-01-04",-0.00124080497214553
"1995-01-05",0.0021197568536542
"1995-01-06",-0.00105744477216637
"1995-01-09",-0.00159318651239991
"1995-01-10",0.000543627164858837
"1995-01-11",0.00214165014651184
"1995-01-12",0.00141921073112041
"1995-01-13",0.00111257459383594
"1995-01-16",0.00161017808508249
"1995-01-17",-0.000862724542853868
"1995-01-18",-5.9179959998345e-05
"1995-01-19",-0.00269539774285587
"1995-01-20",-0.000414200700722831
"1995-01-23",4.93612189863473e-05
"1995-01-24",0.000285753585752901
"1995-01-25",-0.000162344496552569
"1995-01-26",-0.00191583400811336
"1995-01-27",-0.00187522781359207
"1995-01-30",0.00131156783456738
"1995-01-31",0.00213065374205431
"1995-02-01",0.00261945051762287
"1995-02-02",-0.000883091823869498
"1995-02-03",0.00182713828533936
"1995-02-06",-0.000317909338052825
"1995-02-07",0.00145526783780947
"1995-02-08",-0.000209983199560171
"1995-02-09",-0.000516845061342281
"1995-02-10",-8.23683557087055e-05
"1995-02-13",-0.00100116577520683
"1995-02-14",-0.000621558990408393
"1995-02-15",-0.000953190086750634
"1995-02-16",0.000740044011033165
"1995-02-17",0.00147275149435528
"1995-02-20",0
"1995-02-21",-0.00186796770201054
"1995-02-22",0.00108754247641391
"1995-02-23",-0.000568303448025252
"1995-02-24",-0.00142902812832856
"1995-02-27",-0.00238740110693945
"1995-02-28",-0.000782392333124106
"1995-03-01",-0.00220023110447421
"1995-03-02",-0.000785416409998906
"1995-03-03",-0.000488928767258905
"1995-03-06",-2.79209184113948e-05
"1995-03-07",0.00126969487163961
"1995-03-08",-0.00182870316041916
"1995-03-09",0.000668200765528242
"1995-03-10",-0.000771560310094982
"1995-03-13",0.000505682338795335
"1995-03-14",0.0001473036713223
"1995-03-15",-0.000394859472342868
"1995-03-16",0.00281921057214312
"1995-03-17",-0.00163968226613681
"1995-03-20",0.000544036462727146
"1995-03-21",-0.000734640264277712
"1995-03-22",0.00245881934424217
"1995-03-23",-0.000743890564086191
"1995-03-24",0.000102039073054685
"1995-03-27",-0.000545589809656712
"1995-03-28",0.00157537256812068
"1995-03-29",-0.000212400534129015
"1995-03-30",0.00168227738636084
"1995-03-31",-4.47177298031178e-05
"1995-04-03",-0.000189454964636373
"1995-04-04",0.00010726282128333
"1995-04-05",-0.00179528829489354
"1995-04-06",0.000632552308552274
"1995-04-07",0.000613627919506955
"1995-04-10",0.000343157599787624
"1995-04-11",-0.00170058558822835
"1995-04-12",0.00121760104950283
"1995-04-13",0.0017842770324158
"1995-04-14",0
"1995-04-17",-0.00296028519843896
"1995-04-18",-0.000212105109296724
"1995-04-19",0.000490847085161667
"1995-04-20",0.000745313393777532
"1995-04-21",0.00030381951485204
"1995-04-24",-0.000654848886555175
"1995-04-25",-0.00238991022980155
"1995-04-26",0.000809334835923688
"1995-04-27",2.57574495357253e-05
"1995-04-28",0.000432592437125865
"1995-05-01",-0.00155681031510845
"1995-05-02",-0.00119602771088198
"1995-05-03",0.0010042205858919
"1995-05-04",-0.00107851140254068
"1995-05-05",0.000870944635418899
"1995-05-08",0.000737612129511676
"1995-05-09",0.000876050307880388
"1995-05-10",0.000798398295721147
"1995-05-11",0.00143466349433485
"1995-05-12",0.00150467879331171
"1995-05-15",-0.00105351359394138
"1995-05-16",0.00106419113559431
"1995-05-17",-0.000657280157779609
"1995-05-18",-0.00034259097478863
"1995-05-19",0.000344225451286545
"1995-05-22",-0.000378699718180363
"1995-05-23",0.00229406541429057
"1995-05-24",0.00191474909034398
"1995-05-25",0.00122732622965465
"1995-05-26",-0.00204631626256137
"1995-05-29",0
"1995-05-30",0.0047673611183114
"1995-05-31",0.000406614526325889
"1995-06-01",-0.000345848253044259
"1995-06-02",0.000898013133679507
"1995-06-05",0.000138061600462752
"1995-06-06",-0.000325633307827919
"1995-06-07",-0.000724368838974238
"1995-06-08",-0.000263432900351775
"1995-06-09",0.000897725467040013
"1995-06-12",0.00116599096516523
"1995-06-13",-0.0029542154432087
"1995-06-14",0.000239497624159004
"1995-06-15",0.00049524433104135
"1995-06-16",1.41716252983509e-05
"1995-06-19",-0.00513228701829122
"1995-06-20",0.000837541754093106
"1995-06-21",-0.000531322447440314
"1995-06-22",0.00138185745419221
"1995-06-23",-0.00127353848616955
"1995-06-26",0.00154460299772408
"1995-06-27",0.000352575717786856
"1995-06-28",-0.00206482088948617
"1995-06-29",-0.000912466170449194
"1995-06-30",-0.000289094341056669
"1995-07-03",0.000745598421513943
"1995-07-04",0
"1995-07-05",0.000395440064418005
"1995-07-06",-0.00105739829523338
"1995-07-07",0.00286929205482451
"1995-07-10",0.000447061395533425
"1995-07-11",1.32741399436253e-05
"1995-07-12",0.00187632437538376
"1995-07-13",0.000250593411079735
"1995-07-14",-0.00195342770230729
"1995-07-17",0.00150200535301729
"1995-07-18",0.000412770570693199
"1995-07-19",0.000652241647447383
"1995-07-20",-0.00171138675346669
"1995-07-21",-0.000286280001233864
"1995-07-24",0.00237440189966107
"1995-07-25",0.000584104125248812
"1995-07-26",-0.000366381860814471
"1995-07-27",0.000601107560331796
"1995-07-28",-1.02374793615526e-05
"1995-07-31",-0.00183978239151963
"1995-08-01",0.00174325090301734
"1995-08-02",-0.000646072548518268
"1995-08-03",0.000355861808185023
"1995-08-04",0.000136883037558772
"1995-08-07",0.00173643498792922
"1995-08-08",-0.000646058888496173
"1995-08-09",0.00046934926238891
"1995-08-10",-1.08158218998176e-05
"1995-08-11",-0.000673706773270608
"1995-08-14",0.000387702886190227
"1995-08-15",-0.000723728253088839
"1995-08-16",-0.000518796253352714
"1995-08-17",0.000749781287164355
"1995-08-18",0.00156226083866768
"1995-08-21",0.000978246659246276
"1995-08-22",-0.00115096655294699
"1995-08-23",0.00080026909978772
"1995-08-24",0.000691691629904591
"1995-08-25",0.00013458882764015
"1995-08-28",7.65783188099837e-06
"1995-08-29",0.00027960148568845
"1995-08-30",0.00118277909127772
"1995-08-31",0.00037864073135158
"1995-09-01",0.000297635305870716
"1995-09-04",0
"1995-09-05",0.000923790937351916
"1995-09-06",-0.00136288403632962
"1995-09-07",0.000573890846401337
"1995-09-08",0.00131327415118263
"1995-09-11",0.000474257161754398
"1995-09-12",0.00122227733435499
"1995-09-13",0.00114921580747749
"1995-09-14",-0.00052957515798311
"1995-09-15",-0.00028674788502239
"1995-09-18",0.000581203274691603
"1995-09-19",-0.000309889169191062
"1995-09-20",-0.000307903699558079
"1995-09-21",0.000509499947817856
"1995-09-22",0.00254743174290193
"1995-09-25",0.000786920988402822
"1995-09-26",-0.00079739913194694
"1995-09-27",0.000385399982834609
"1995-09-28",1.04840611663217e-05
"1995-09-29",-0.000633925083421797
"1995-10-02",0.0013993974331355
"1995-10-03",0.000152662206938601
"1995-10-04",0.00100349280132301
"1995-10-05",0.00181541538488236
"1995-10-06",-0.000675381833525064
"1995-10-09",-0.000517553904736052
"1995-10-10",-0.000227588841900372
"1995-10-11",-0.00115986174210997
"1995-10-12",-0.000211204490033302
"1995-10-13",0.000103156635989769
"1995-10-16",-0.000675469211433751
"1995-10-17",0.000916334559945634
"1995-10-18",0.00052082786868501
"1995-10-19",-0.00186888196557942
"1995-10-20",0.00015203650815963
"1995-10-23",0.000321414414323019
"1995-10-24",0.000485192646110468
"1995-10-25",-5.12052470442548e-05
"1995-10-26",0.00075359029036248
"1995-10-27",0.000230311681304225
"1995-10-30",-0.000427627506420949
"1995-10-31",-0.000672676891819323
"1995-11-01",-0.00152087511568944
"1995-11-02",0.00153012378511773
"1995-11-03",0.000912454171778003
"1995-11-06",-0.000904845936671506
"1995-11-07",0.000720857113290595
"1995-11-08",0.000463321090726743
"1995-11-09",0.000335139288632348
"1995-11-10",-0.000828777676654701
"1995-11-13",0.000747100404521695
"1995-11-14",0.000755097235185867
"1995-11-15",0.00135658739592294
"1995-11-16",-0.0020485806347482
"1995-11-17",-0.000871454304162922
"1995-11-20",-0.00106396064559613
"1995-11-21",-7.33343177075412e-05
"1995-11-22",-0.00230224609323627
"1995-11-23",0
"1995-11-24",-0.000384351863522182
"1995-11-27",0.00289118371566472
"1995-11-28",-0.000288007726100768
"1995-11-29",-0.00161052563780623
"1995-11-30",-0.000759249698668413
"1995-12-01",0.000796400290085184
"1995-12-04",0.000116068081396445
"1995-12-05",-0.00189735211210953
"1995-12-06",0.000243978716255783
"1995-12-07",-0.00037537132670284
"1995-12-08",-0.000671783918241168
"1995-12-11",-0.0021425069784576
"1995-12-12",0.000188470352602495
"1995-12-13",-0.00158115076213582
"1995-12-14",-0.00137649891872548
"1995-12-15",0.00301531086622797
"1995-12-18",-0.00375836065452073
"1995-12-19",-0.00290573909675198
"1995-12-20",-0.00295232562578824
"1995-12-21",-0.00129157754995834
"1995-12-22",0.00285166743495788
"1995-12-25",0
"1995-12-26",-0.00233089455242035
"1995-12-27",-0.0044434148618527
"1995-12-28",-0.00315225169748976
"1995-12-29",-0.000327655295473474
"1996-01-01",0
"1996-01-02",0.00118996827118062
"1996-01-03",0.00121641939538273
"1996-01-04",0.00196047554428916
"1996-01-05",-0.00210868906254463
"1996-01-08",0.000878493393237006
"1996-01-09",0.000715575624190425
"1996-01-10",-0.000233793108786683
"1996-01-11",0.00218781138014379
"1996-01-12",0.00166548127391188
"1996-01-15",-0.00404694733679163
"1996-01-16",0.00330406919438951
"1996-01-17",0.00212625381449903
"1996-01-18",-0.000457596636673792
"1996-01-19",-0.000131421540698743
"1996-01-22",0.00104712738278306
"1996-01-23",-0.000557715794886691
"1996-01-24",0.000480946140956685
"1996-01-25",0.000280029992777227
"1996-01-26",0.00305708956673848
"1996-01-29",0.00161827741147679
"1996-01-30",-0.00054594140587453
"1996-01-31",0.00211197482133508
"1996-02-01",-0.00283338574384384
"1996-02-02",-0.000651544208146843
"1996-02-05",-0.00117910883089346
"1996-02-06",0.00153715888693705
"1996-02-07",0.0014336786073687
"1996-02-08",-0.000523910717537378
"1996-02-09",0.000404650904825197
"1996-02-12",0.00142864340020525
"1996-02-13",0.000800661991215558
"1996-02-14",-0.000257176580207594
"1996-02-15",0.000982661895099733
"1996-02-16",-7.82248265823615e-05
"1996-02-19",0
"1996-02-20",0.00215395295292858
"1996-02-21",0.000353820659113559
"1996-02-22",0.0010325205004161
"1996-02-23",0.000514831508727093
"1996-02-26",0.00110957533899008
"1996-02-27",-0.000268671886165817
"1996-02-28",0.000231537084332114
"1996-02-29",-0.00275156237265822
"1996-03-01",-0.000293867346982785
"1996-03-04",-0.000136276623038152
"1996-03-05",0.000174308303620685
"1996-03-06",0.000858261156979991
"1996-03-07",-0.000972032654700876
"1996-03-08",-0.00173558294240725
"1996-03-11",0.0021627331882788
"1996-03-12",-0.000212504062416163
"1996-03-13",0.000990638279514156
"1996-03-14",0.00115393481042616
"1996-03-15",0.000269081207460016
"1996-03-18",0.000751612471881019
"1996-03-19",0.000348136064085413
"1996-03-20",-0.000833145078532166
"1996-03-21",-0.000194418953868307
"1996-03-22",0.00173601023015222
"1996-03-25",0.000572196000735632
"1996-03-26",-0.00132991614452159
"1996-03-27",0.000603275256479086
"1996-03-28",-0.000385914539894077
"1996-03-29",0.0021872667202117
"1996-04-01",-0.000386658640449958
"1996-04-02",-0.000128472138719987
"1996-04-03",0.00119189376491949
"1996-04-04",0.000278214261797914
"1996-04-05",0
"1996-04-08",0.00155569441317696
"1996-04-09",-0.00178326605488242
"1996-04-10",-0.0010804112987416
"1996-04-11",-2.84045405299226e-05
"1996-04-12",0.000836765031915746
"1996-04-15",-0.000134308025233297
"1996-04-16",-0.00168574256762359
"1996-04-17",6.70392041131198e-05
"1996-04-18",-0.000637548167847941
"1996-04-19",-0.00146109911207825
"1996-04-22",-0.00186811664771392
"1996-04-23",-0.00178235596134274
"1996-04-24",-0.000871893555498894
"1996-04-25",0.000316466071366315
"1996-04-26",-0.00256759714436924
"1996-04-29",0.000480856313616769
"1996-04-30",0.00288271287606754
"1996-05-01",-0.000217579390120081
"1996-05-02",0.00100674487751924
"1996-05-03",-0.00014451076887957
"1996-05-06",0.00123513873650192
"1996-05-07",-0.00100367844267126
"1996-05-08",-0.000185055197593654
"1996-05-09",0.000531495535892114
"1996-05-10",-0.000591997924332741
"1996-05-13",0.000323331049388309
"1996-05-14",0.000265916633898805
"1996-05-15",0.000244003814045469
"1996-05-16",-0.00133738753695505
"1996-05-17",0.00286733900911386
"1996-05-20",0.00121868671404986
"1996-05-21",0.000576737716384823
"1996-05-22",0.000437026258994613
"1996-05-23",-0.000370595403945113
"1996-05-24",0.000139438497253303
"1996-05-27",0
"1996-05-28",-0.000346651775763167
"1996-05-29",0.000829043327791583
"1996-05-30",0.000809975832462794
"1996-05-31",0.000990653996891344
"1996-06-03",-9.08248421180309e-06
"1996-06-04",-0.00236111000070014
"1996-06-05",-0.0026845922468223
"1996-06-06",0.00103495832216447
"1996-06-07",0.000706742258622742
"1996-06-10",0.000408284149901398
"1996-06-11",-0.00224188652329745
"1996-06-12",0.00112060626120432
"1996-06-13",-0.000709405821124635
"1996-06-14",-0.00180347109066312
"1996-06-17",-0.0010805963250796
"1996-06-18",0.00095415848602012
"1996-06-19",0.000323335865440656
"1996-06-20",-0.00179154875739145
"1996-06-21",-0.00133602149573605
"1996-06-24",-0.000230797997561278
"1996-06-25",-0.00136566317140884
"1996-06-26",-0.00142482464188392
"1996-06-27",-0.000444686495374112
"1996-06-28",-4.66203862020832e-05
"1996-07-01",6.02551152600742e-05
"1996-07-02",0.00107400794300856
"1996-07-03",-0.0003456865209641
"1996-07-04",0
"1996-07-05",0.000642510087268252
"1996-07-08",-2.15604834384723e-05
"1996-07-09",0.0011064396387472
"1996-07-10",-0.00172599616862729
"1996-07-11",-0.000256250754769116
"1996-07-12",0.00210521061573806
"1996-07-15",-0.000463235067094496
"1996-07-16",-0.000423598195844679
"1996-07-17",-0.000157551171643932
"1996-07-18",0.000884905569717544
"1996-07-19",0.000913427930269579
"1996-07-22",0.00257084724746236
"1996-07-23",-0.000919117479071649
"1996-07-24",0.000359372054308901
"1996-07-25",-0.000435936460768574
"1996-07-26",0.000646969584728695
"1996-07-29",-0.00227087056622365
"1996-07-30",0.00175265455454842
"1996-07-31",0.000873460398467114
"1996-08-01",-0.000910951386772684
"1996-08-02",-0.00027142549753607
"1996-08-05",-0.000227539797286456
"1996-08-06",-0.000160799952117604
"1996-08-07",-0.00128097771788614
"1996-08-08",0.000570629636149028
"1996-08-09",-0.000352130628220912
"1996-08-12",-0.000770899940795861
"1996-08-13",0.000941917453298232
"1996-08-14",5.37954351048876e-05
"1996-08-15",0.00024610839070205
"1996-08-16",-0.00104899783300426
"1996-08-19",-0.000640283917168258
"1996-08-20",-0.000990757250701812
"1996-08-21",-0.000114304364915039
"1996-08-22",-0.00208393409594649
"1996-08-23",0.00140321993344726
"1996-08-26",-0.000773081576457684
"1996-08-27",0.000833135122302372
"1996-08-28",0.000236766579816194
"1996-08-29",-0.00022232431723741
"1996-08-30",0.000217064536936475
